Date,Year,Month,MDA,LGA,Revenue Stream,Collection Channel,Collector,Amount,Revenue Target,Expected Amount,Remitted Amount,Variance
12/08/2023,2023,8,Katsina Urban Planning Authority,Funtua,Market Fees,Online Portal,IRS Team B,12262593.16,13254425.78,10957951.82,11728156.9,-770205.08
12/08/2023,2023,8,Ministry of Commerce and Industry,Funtua,Land Use Charges,Collection Agent,IRS Team A,16090057.24,20216431.44,19404009.01,15277382.37,4126626.64
12/08/2023,2023,8,Katsina State Internal Revenue Service,Funtua,Business Premises Levy,Collection Agent,Collection Agent North,16309394.68,18737575.64,15583636.55,14003100.62,1580535.93
12/08/2023,2023,8,Ministry of Education,Funtua,Motor Vehicle Registration,Collection Agent,Collection Agent North,12095117,14742212.87,13094383.04,10373136.03,2721247.01
12/08/2023,2023,8,Katsina State Internal Revenue Service,Funtua,Development Levy,Collection Agent,IRS Team A,5261241.48,6370751.14,5501278.33,4942954.78,558323.55
12/08/2023,2023,8,State Water Board,Funtua,Tenement Rates,Bank Transfer,IRS Team A,7670117.2,8686501.01,7053188.6,7061404.09,-8215.49
12/08/2023,2023,8,Ministry of Education,Funtua,Licensing Fees,Bank Transfer,Collection Agent North,17110845.64,20880087.56,19281543.89,16141318.03,3140225.86
12/08/2023,2023,8,Ministry of Transport,Funtua,Court Fines and Penalties,Collection Agent,Collection Agent South,4347896.92,5563235.81,4806515.52,3873900.25,932615.27
12/08/2023,2023,8,State Water Board,Malumfashi,PAYE Tax,POS,MDA Desk Officer,14013226.88,15678577.6,14667072.5,12321314.95,2345757.55
12/08/2023,2023,8,Katsina State Internal Revenue Service,Malumfashi,Road Taxes,Collection Agent,IRS Team B,4227577.08,5674417.79,5107550.21,4088397.1,1019153.11
12/08/2023,2023,8,Ministry of Lands and Survey,Malumfashi,Market Fees,Online Portal,Collection Agent North,5596594,6043120.53,5433553.33,5372059.37,61493.96
12/08/2023,2023,8,Ministry of Commerce and Industry,Malumfashi,Land Use Charges,Collection Agent,IRS Team B,7538965.28,9502182.2,8425214.54,7439197.17,986017.37
12/08/2023,2023,8,Katsina State Internal Revenue Service,Malumfashi,Business Premises Levy,Online Portal,IRS Team A,17358672.68,18360472.85,15443241.78,16257331.61,-814089.83
12/08/2023,2023,8,Katsina Urban Planning Authority,Malumfashi,Motor Vehicle Registration,Online Portal,Collection Agent South,19985463.68,24346316.88,21824842.39,17315342.1,4509500.29
12/08/2023,2023,8,Ministry of Agriculture,Malumfashi,Development Levy,Collection Agent,IRS Team B,15646299.24,17961677.67,17670367.79,15182686.01,2487681.78
12/08/2023,2023,8,Ministry of Education,Malumfashi,Tenement Rates,POS,Collection Agent North,7245882,8072600.84,7259915.3,7217800.51,42114.79
12/08/2023,2023,8,Ministry of Lands and Survey,Malumfashi,Licensing Fees,Bank Transfer,MDA Desk Officer,7753069.96,9826049.12,9187917.73,7051099.84,2136817.89
12/08/2023,2023,8,Ministry of Lands and Survey,Malumfashi,Court Fines and Penalties,Cash Office,Collection Agent North,5379629.92,7133339.36,5952477.23,4944246.31,1008230.92
12/08/2023,2023,8,Katsina State Internal Revenue Service,Dutsin-Ma,PAYE Tax,Online Portal,Collection Agent South,16426964.16,19695957.52,17682474.54,14359412.84,3323061.7
12/08/2023,2023,8,Ministry of Works and Housing,Dutsin-Ma,Road Taxes,Bank Transfer,Collection Agent North,15894742.24,20096385.03,19372259.81,14064699.55,5307560.26
12/08/2023,2023,8,Ministry of Transport,Dutsin-Ma,Market Fees,Collection Agent,Collection Agent South,2080234.96,2745371.1,2586500.07,2025436.79,561063.28
12/08/2023,2023,8,Ministry of Works and Housing,Dutsin-Ma,Land Use Charges,Cash Office,IRS Team A,2987943.08,3316254.35,2683497.43,2815226.27,-131728.84
12/08/2023,2023,8,Katsina State Internal Revenue Service,Dutsin-Ma,Business Premises Levy,Collection Agent,Collection Agent South,9984350.84,11754667.85,11580503.51,9677692.77,1902810.74
12/08/2023,2023,8,Ministry of Lands and Survey,Dutsin-Ma,Motor Vehicle Registration,Bank Transfer,MDA Desk Officer,14259393.96,18863225.59,16279671.94,13923641.28,2356030.66
12/08/2023,2023,8,Ministry of Transport,Dutsin-Ma,Development Levy,Bank Transfer,Collection Agent South,1914793.44,2308786.32,2120297.95,1703953.15,416344.8
12/08/2023,2023,8,Ministry of Works and Housing,Dutsin-Ma,Tenement Rates,Online Portal,IRS Team B,3213211.6,3883229.77,3173314.41,2943625.36,229689.05
12/08/2023,2023,8,Ministry of Education,Dutsin-Ma,Licensing Fees,Online Portal,Collection Agent South,3676861.28,4724508.32,4575916.29,3459521.34,1116394.95
12/08/2023,2023,8,Ministry of Education,Dutsin-Ma,Court Fines and Penalties,Cash Office,Collection Agent South,18427430.56,19927923.96,19763064.19,16491468.26,3271595.93
12/08/2023,2023,8,Ministry of Works and Housing,Kankia,PAYE Tax,Collection Agent,MDA Desk Officer,13703483.68,14565938.29,13237653.61,12333278.13,904375.48
12/08/2023,2023,8,Katsina Urban Planning Authority,Kankia,Road Taxes,Collection Agent,Collection Agent South,17729669.68,20231781.37,19433204.65,16077658.02,3355546.63
12/08/2023,2023,8,Ministry of Works and Housing,Kankia,Market Fees,Collection Agent,IRS Team B,4369619.08,5675502.62,5511704.54,4162881.27,1348823.27
12/08/2023,2023,8,State Water Board,Kankia,Land Use Charges,Online Portal,Collection Agent North,2534870.28,3208891.82,3096895.13,2202066.75,894828.38
12/08/2023,2023,8,Katsina Urban Planning Authority,Kankia,Business Premises Levy,Cash Office,IRS Team B,18000592.32,23180751.59,21067250.72,17791019.39,3276231.33
12/08/2023,2023,8,Ministry of Commerce and Industry,Kankia,Motor Vehicle Registration,Collection Agent,IRS Team A,13191226.52,15710928.45,13629981.34,13028972.89,601008.45
12/08/2023,2023,8,Ministry of Transport,Kankia,Development Levy,Collection Agent,Collection Agent South,5077821.12,6740561.76,6354634.52,4468448.11,1886186.41
12/08/2023,2023,8,Ministry of Health,Kankia,Tenement Rates,Cash Office,Collection Agent North,10699345.84,12627709.75,11210736.25,9265094.56,1945641.69
12/08/2023,2023,8,Katsina Urban Planning Authority,Kankia,Licensing Fees,Bank Transfer,MDA Desk Officer,18113879.08,23053322.74,22669732.42,15645039.27,7024693.15
12/08/2023,2023,8,Ministry of Transport,Kankia,Court Fines and Penalties,Bank Transfer,IRS Team B,15083174.92,20189123.68,18763118.53,13845626.2,4917492.33
12/08/2023,2023,8,Katsina Urban Planning Authority,Mani,PAYE Tax,Online Portal,IRS Team B,15958099.12,20534138.87,20301464.7,14679004.22,5622460.48
12/08/2023,2023,8,Katsina State Internal Revenue Service,Mani,Road Taxes,Cash Office,Collection Agent South,18887211.64,20172165.34,17524101.52,18050494.43,-526392.91
12/08/2023,2023,8,Ministry of Works and Housing,Mani,Market Fees,Bank Transfer,Collection Agent North,9312245.68,11377014.97,10107393.59,9295847.8,811545.79
12/08/2023,2023,8,State Water Board,Mani,Land Use Charges,Cash Office,MDA Desk Officer,4319221.72,4613875.13,4425352.89,3806865.43,618487.46
12/08/2023,2023,8,Ministry of Transport,Mani,Business Premises Levy,Cash Office,IRS Team B,2265933.56,3028032.77,2531871.59,2067777.28,464094.31
12/08/2023,2023,8,Ministry of Agriculture,Mani,Motor Vehicle Registration,Cash Office,IRS Team B,19540887.88,25279502.64,22892255.7,17358176.55,5534079.15
12/08/2023,2023,8,Ministry of Commerce and Industry,Mani,Development Levy,Bank Transfer,IRS Team B,10470403.6,11131539.04,10042347.41,9195902.62,846444.79
12/08/2023,2023,8,State Water Board,Mani,Tenement Rates,Online Portal,IRS Team B,20661558.08,22035526.34,21484777.3,17943447.41,3541329.89
12/08/2023,2023,8,Ministry of Works and Housing,Mani,Licensing Fees,Cash Office,IRS Team A,6098355.48,7138747.37,6713142.66,5835236.62,877906.04
12/08/2023,2023,8,Ministry of Commerce and Industry,Mani,Court Fines and Penalties,Bank Transfer,Collection Agent North,16643000.24,19987473.31,18215604.14,14525928.88,3689675.26
12/08/2023,2023,8,Ministry of Education,Mashi,PAYE Tax,Online Portal,IRS Team A,11234478.2,13981619.25,12719548.93,9938928.35,2780620.58
12/08/2023,2023,8,Ministry of Health,Mashi,Road Taxes,Online Portal,Collection Agent South,10026802.2,12921870.46,10728602.1,9372081.95,1356520.15
12/08/2023,2023,8,Katsina Urban Planning Authority,Mashi,Market Fees,Online Portal,IRS Team B,8295553.24,9152118.43,9132792.77,7413660.51,1719132.26
12/08/2023,2023,8,Ministry of Lands and Survey,Mashi,Land Use Charges,Bank Transfer,MDA Desk Officer,8345912.32,11018586.98,9537029.81,7481922.2,2055107.61
12/08/2023,2023,8,Ministry of Lands and Survey,Mashi,Business Premises Levy,Bank Transfer,IRS Team B,9827021.2,12153479.17,10399046.68,9604062.53,794984.15
12/08/2023,2023,8,Ministry of Works and Housing,Mashi,Motor Vehicle Registration,POS,MDA Desk Officer,20533905.88,23850103.97,23779219.3,18153886.8,5625332.5
12/08/2023,2023,8,Ministry of Health,Mashi,Development Levy,Cash Office,IRS Team A,14418317.44,16981053.47,15647293.82,13308647.12,2338646.7
12/08/2023,2023,8,Ministry of Lands and Survey,Mashi,Tenement Rates,Cash Office,IRS Team B,13737121.36,15336341.27,13674805.42,13441016.51,233788.91
12/08/2023,2023,8,State Water Board,Mashi,Licensing Fees,POS,Collection Agent South,10806823.32,13528020.08,12458368.91,9863767.44,2594601.47
12/08/2023,2023,8,Ministry of Agriculture,Mashi,Court Fines and Penalties,Bank Transfer,IRS Team B,17631849.2,22433822.93,18440203.3,17405271.09,1034932.21
12/08/2023,2023,8,Ministry of Agriculture,Musawa,PAYE Tax,Online Portal,IRS Team B,15622261.72,18006023.04,16163313.29,14289361.5,1873951.79
12/08/2023,2023,8,State Water Board,Musawa,Road Taxes,Cash Office,Collection Agent South,17370947.8,21404904.28,19610798.96,16124123.82,3486675.14
12/08/2023,2023,8,State Water Board,Musawa,Market Fees,POS,IRS Team A,19054208.72,21110859.59,19886240.19,16617341.79,3268898.4
12/08/2023,2023,8,Ministry of Transport,Musawa,Land Use Charges,POS,Collection Agent South,19727521.44,23895882.97,20709858.63,17551889.12,3157969.51
12/08/2023,2023,8,Ministry of Works and Housing,Musawa,Business Premises Levy,POS,IRS Team B,17086746.64,21463762.76,18644505.03,14570083.58,4074421.45
12/08/2023,2023,8,Ministry of Agriculture,Musawa,Motor Vehicle Registration,Collection Agent,MDA Desk Officer,8594972.44,9710422.27,8253858.24,7939280.73,314577.51
12/08/2023,2023,8,Ministry of Lands and Survey,Musawa,Development Levy,Online Portal,IRS Team B,18765035.8,23638373.58,23620641.33,16449716.55,7170924.78
12/08/2023,2023,8,Ministry of Commerce and Industry,Musawa,Tenement Rates,Cash Office,MDA Desk Officer,10374498.28,12940437.16,12016136.83,10059527.91,1956608.92
12/08/2023,2023,8,Katsina Urban Planning Authority,Musawa,Licensing Fees,Collection Agent,Collection Agent North,6147830.64,7547807.67,7311981.19,6037375.21,1274605.98
12/08/2023,2023,8,Ministry of Health,Musawa,Court Fines and Penalties,Online Portal,Collection Agent South,6285027.32,7500080.45,7191244.39,6235244.71,955999.68
12/08/2023,2023,8,Ministry of Education,Bakori,PAYE Tax,Collection Agent,Collection Agent South,17932649.96,21177126.38,17989232.34,15455714.89,2533517.45
12/08/2023,2023,8,State Water Board,Bakori,Road Taxes,POS,Collection Agent North,19021923.6,21365529.07,19554497.02,17364513.34,2189983.68
12/08/2023,2023,8,Ministry of Transport,Bakori,Market Fees,Cash Office,Collection Agent North,2118240.04,2656481.96,2551444.7,1925674.53,625770.17
12/08/2023,2023,8,Ministry of Education,Bakori,Land Use Charges,POS,IRS Team B,14296946.64,17690114.67,16231481.24,13236137.63,2995343.61
12/08/2023,2023,8,Katsina Urban Planning Authority,Bakori,Business Premises Levy,Bank Transfer,Collection Agent South,16479031.92,20081656.26,16266386.72,16387280.98,-120894.26
12/08/2023,2023,8,Ministry of Commerce and Industry,Bakori,Motor Vehicle Registration,Online Portal,Collection Agent South,7680995.68,8400265.84,7080431.78,6560102.87,520328.91
12/08/2023,2023,8,Ministry of Works and Housing,Bakori,Development Levy,Collection Agent,Collection Agent South,14350331,18041069.7,14653976.7,14026648.49,627328.21
12/08/2023,2023,8,Ministry of Education,Bakori,Tenement Rates,Cash Office,Collection Agent South,16790148.56,19647587.29,18770165.65,15669850.06,3100315.59
12/08/2023,2023,8,Ministry of Education,Bakori,Licensing Fees,Cash Office,IRS Team B,16134394.76,21670952.01,19310468.25,14252404.87,5058063.38
12/08/2023,2023,8,Ministry of Lands and Survey,Bakori,Court Fines and Penalties,Online Portal,Collection Agent South,7904374.56,8908162.53,8652652.06,7176429.15,1476222.91
12/08/2023,2023,8,Ministry of Agriculture,Charanchi,PAYE Tax,Bank Transfer,IRS Team B,6858991.84,7275287.97,6128610.81,6011470.27,117140.54
12/08/2023,2023,8,Ministry of Works and Housing,Charanchi,Road Taxes,POS,Collection Agent South,18304759.4,20543220.15,19460706.8,17329365.94,2131340.86
12/08/2023,2023,8,Ministry of Agriculture,Charanchi,Market Fees,POS,Collection Agent South,9456975.4,11853435.87,10335408.24,9133581.82,1201826.42
12/08/2023,2023,8,Katsina State Internal Revenue Service,Charanchi,Land Use Charges,Collection Agent,Collection Agent North,2153574.8,2837444.79,2597398.24,1850812.47,746585.77
12/08/2023,2023,8,Ministry of Education,Charanchi,Business Premises Levy,Bank Transfer,MDA Desk Officer,12672930.4,15122986.61,13475080.07,12217898.62,1257181.45
12/08/2023,2023,8,Ministry of Works and Housing,Charanchi,Motor Vehicle Registration,POS,IRS Team B,19429466.4,21676393.42,18531023.86,17307997.79,1223026.07
12/08/2023,2023,8,Ministry of Health,Charanchi,Development Levy,Collection Agent,IRS Team A,5019084.52,6594955.09,5970052.33,4957865.98,1012186.35
12/08/2023,2023,8,Katsina State Internal Revenue Service,Charanchi,Tenement Rates,Cash Office,IRS Team A,16022177.52,18956170.72,15785806.71,15946043.45,-160236.74
12/08/2023,2023,8,Ministry of Agriculture,Charanchi,Licensing Fees,Online Portal,IRS Team B,12532412.64,14039706.04,12761603.38,11495496.1,1266107.28
12/08/2023,2023,8,Ministry of Transport,Charanchi,Court Fines and Penalties,Cash Office,Collection Agent North,9258959.92,11943610.55,10018150.86,9176460.65,841690.21
12/08/2023,2023,8,Ministry of Lands and Survey,Jibia,PAYE Tax,Cash Office,Collection Agent South,5206597.36,5736749.42,4975274.3,4471923.09,503351.21
12/08/2023,2023,8,Ministry of Transport,Jibia,Road Taxes,POS,Collection Agent South,12149798.24,15484046.26,14963586.05,10453979.62,4509606.43
12/08/2023,2023,8,Ministry of Works and Housing,Jibia,Market Fees,Cash Office,IRS Team A,9045651,11300450.75,9590800.8,8851673.89,739126.91
12/08/2023,2023,8,Ministry of Lands and Survey,Jibia,Land Use Charges,POS,Collection Agent South,9963090.36,10658614.36,10127192.73,8509527.28,1617665.45
12/08/2023,2023,8,Katsina State Internal Revenue Service,Jibia,Business Premises Levy,POS,IRS Team B,13409742.68,14850316.44,14740037.17,12771017.4,1969019.77
12/08/2023,2023,8,Ministry of Commerce and Industry,Jibia,Motor Vehicle Registration,POS,MDA Desk Officer,13231313.8,14496727.41,13154553.67,12810970.94,343582.73
12/08/2023,2023,8,Katsina Urban Planning Authority,Jibia,Development Levy,POS,Collection Agent North,10519908.92,13484172.35,11447050.3,10178302.79,1268747.51
12/08/2023,2023,8,Ministry of Education,Jibia,Tenement Rates,Bank Transfer,IRS Team B,2655410.52,3273828.75,2695747.64,2508001.57,187746.07
12/08/2023,2023,8,Ministry of Education,Jibia,Licensing Fees,Collection Agent,IRS Team B,16482717.24,20564245.56,18777064.67,15149864.11,3627200.56
12/08/2023,2023,8,Katsina Urban Planning Authority,Jibia,Court Fines and Penalties,Collection Agent,IRS Team A,9607600.24,10736558.38,9148988.15,9391936.56,-242948.41
12/08/2023,2023,8,State Water Board,Batsari,PAYE Tax,Collection Agent,Collection Agent North,8941731.24,10335842.46,8756231.36,8399198.15,357033.21
12/08/2023,2023,8,Ministry of Transport,Batsari,Road Taxes,POS,MDA Desk Officer,8117761.2,10693536.01,10605863.7,8009963.05,2595900.65
12/08/2023,2023,8,Ministry of Education,Batsari,Market Fees,Cash Office,Collection Agent North,9381358.48,9922605.72,8030090.24,8595461.32,-565371.08
12/08/2023,2023,8,State Water Board,Batsari,Land Use Charges,Collection Agent,IRS Team B,9223753.92,10298365.79,8842671.45,8617763.35,224908.1
12/08/2023,2023,8,Ministry of Agriculture,Batsari,Business Premises Levy,Bank Transfer,Collection Agent South,3141630.32,3320962.57,3156886.04,2948697.17,208188.87
12/08/2023,2023,8,Ministry of Education,Batsari,Motor Vehicle Registration,Collection Agent,Collection Agent North,3970678.84,4449810.62,3985329.43,3849926.42,135403.01
12/08/2023,2023,8,State Water Board,Batsari,Development Levy,POS,IRS Team A,19146860.24,22102600.94,20077073.18,18195671.33,1881401.85
12/08/2023,2023,8,Ministry of Health,Batsari,Tenement Rates,Collection Agent,IRS Team B,11472210.92,15014909.63,14459817.3,9886830.67,4572986.63
12/08/2023,2023,8,Ministry of Commerce and Industry,Batsari,Licensing Fees,Cash Office,Collection Agent South,9954066.72,11985109.02,11891421.15,9636157.66,2255263.49
12/08/2023,2023,8,Katsina State Internal Revenue Service,Batsari,Court Fines and Penalties,Bank Transfer,MDA Desk Officer,4004106.56,5174391.41,4309414.86,3846833.63,462581.23
12/08/2023,2023,8,Ministry of Transport,Rimi,PAYE Tax,Online Portal,Collection Agent South,5179796.72,5935971.34,4796682.36,4468980.56,327701.8
12/08/2023,2023,8,Ministry of Lands and Survey,Rimi,Road Taxes,Collection Agent,MDA Desk Officer,14836110,18833120.15,18701970.27,14166466.11,4535504.16
12/08/2023,2023,8,Ministry of Health,Rimi,Market Fees,POS,Collection Agent South,8982574.84,10875741.89,10834273.29,8925009.36,1909263.93
12/08/2023,2023,8,Ministry of Health,Rimi,Land Use Charges,Cash Office,MDA Desk Officer,10629142.64,14047950.1,11628916.32,10396220.68,1232695.64
12/08/2023,2023,8,State Water Board,Rimi,Business Premises Levy,Cash Office,Collection Agent South,16521658.44,20708598.2,19988522.81,15093266.12,4895256.69
12/08/2023,2023,8,Ministry of Commerce and Industry,Rimi,Motor Vehicle Registration,POS,Collection Agent South,3074075.4,3427613.18,2942807.94,2877677.83,65130.11
12/08/2023,2023,8,Katsina State Internal Revenue Service,Rimi,Development Levy,Collection Agent,Collection Agent North,13751759.4,16443828.8,16078025.23,13254549.9,2823475.33
12/08/2023,2023,8,State Water Board,Rimi,Tenement Rates,POS,IRS Team A,3274530.36,3958110.93,3722247.33,2852747.25,869500.08
12/08/2023,2023,8,Ministry of Works and Housing,Rimi,Licensing Fees,Online Portal,Collection Agent North,18714050.32,25052302.92,24083396.44,16113669.53,7969726.91
